Regiao	D2_Sexo	D1A_Faixa_Idade	D3_Escolaridade	D10_Religiao	D12a_Cor_Raca_IBGE	D9B_FAIXA_RENDA	Q11_Satisfacao_Democracia	P3.4_Avaliacao_Governo_Federal	P3.7_Avaliacao_Partidos_Politicos	P3.8_Avaliacao_Congresso_Nacional_Senado_CamaraDeputados	P5_Confianca_Eleicoes	P4.4_Confianca_Governo_Federal	P4.7_Confianca_Partidos_Politicos	P4.8_Confianca_Congresso_Nacional_Senado_CamaraDeputados	P12_Percepcao_Corrupcao_Problema_Serio	Q7_Percepcao_Corrupcao_Generalizada	P24_Voto_Obrigatorio	Q12P2.A_votou_turno2	Q12P2.B_Atitude_Turno_2	Q12P2.B_Atitude_Turno_2
Centro Oeste	Masculino	18 A 24	Médio completo	Católica	Branco	NS/NR	3	3	3	3	2	4	4	4	1	1	2	Sim, votou	Voto nominal	Voto branco ou nulo
Centro Oeste	Masculino	65 E MAIS	Fundamental incompleto	Católica	Não branco	1 até 2 salários mínimos	3	3	3	3	1	4	4	4	1	1	2	Sim, votou	Voto nominal	Fernando Haddad (PT)
Centro Oeste	Masculino	45 A 54	Fundamental incompleto	Católica	NS/NR	1 até 2 salários mínimos	3	1	1	3	2	3	3	3	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Centro Oeste	Masculino	35 A 44	Médio completo	Não tem religião	Branco	1 até 2 salários mínimos	3	4	1	4	3	5	3	3	1	1	2	Sim, votou	Voto nominal	Fernando Haddad (PT)
Centro Oeste	Masculino	25 A 34	Médio completo	Evangélica	Não branco	1 até 2 salários mínimos	3	3	3	3	1	2	2	3	1	2	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Centro Oeste	Feminino	16 E 17	Fundamental completo	Católica	Não branco	1 até 2 salários mínimos	3	2	3	2	1	4	4	4	1	1	2	Abstenção	Abstenção	Jair Bolsonaro (PSL)
Centro Oeste	Masculino	25 A 34	Médio completo	Católica	Branco	1 até 2 salários mínimos	3	1	3	2	1	1	3	3	2	1	2	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Centro Oeste	Feminino	55 A 64	Fundamental incompleto	Evangélica	Não branco	1 até 2 salários mínimos	3	3	3	3	2	3	3	3	2	1	2	Abstenção	Abstenção	Jair Bolsonaro (PSL)
Centro Oeste	Feminino	35 A 44	Universitário completo	Não tem religião	Branco	1 até 2 salários mínimos	3	4	1	3	1	5	3	3	1	1	1	Sim, votou	Voto branco ou nulo	NS/NR
Centro Oeste	Feminino	25 A 34	Médio completo	Não tem religião	Não branco	1 até 2 salários mínimos	3	1	3	3	1	3	3	3	1	1	1	Sim, votou	Voto nominal	Fernando Haddad (PT)
Centro Oeste	Feminino	18 A 24	Fundamental completo	Evangélica	Não branco	1 até 2 salários mínimos	3	3	3	3	2	4	4	4	1	1	2	Abstenção	Abstenção	Jair Bolsonaro (PSL)
Centro Oeste	Masculino	55 A 64	Fundamental incompleto	Não tem religião	Não branco	1 até 2 salários mínimos	3	1	3	3	1	3	2	2	1	1	2	Abstenção	Abstenção	Abstenção
Centro Oeste	Feminino	45 A 54	Fundamental incompleto	Católica	NS/NR	NS/NR	3	1	3	3	1	3	4	4	1	1	2	Abstenção	Abstenção	Fernando Haddad (PT)
Centro Oeste	Masculino	35 A 44	Analfabeto	NS/NR	Branco	1 até 2 salários mínimos	1	3	3	3	1	2	2	2	1	2	1	Abstenção	Abstenção	Fernando Haddad (PT)
Centro Oeste	Masculino	35 A 44	Universitário completo	Evangélica	Não branco	1 salário mínimo	1	3	3	3	1	4	3	4	1	1	1	Abstenção	Abstenção	Fernando Haddad (PT)
Centro Oeste	Feminino	35 A 44	Fundamental incompleto	Evangélica	Não branco	1 até 2 salários mínimos	3	3	3	4	2	4	4	4	2	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Centro Oeste	Feminino	45 A 54	Fundamental incompleto	Evangélica	Branco	1 salário mínimo	1	1	3	3	1	3	4	4	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Centro Oeste	Feminino	18 A 24	Fundamental completo	Evangélica	Não branco	1 até 2 salários mínimos	3	4	3	4	2	3	4	4	1	2	2	Sim, votou	Voto nominal	Abstenção
Centro Oeste	Feminino	16 E 17	Fundamental completo	Evangélica	Branco	NS/NR	1	3	1	1	1	3	3	3	2	1	2	Abstenção	Abstenção	Fernando Haddad (PT)
Centro Oeste	Feminino	45 A 54	Médio completo	Evangélica	Não branco	2 até 5 salários mínimos	3	3	3	3	2	3	3	3	1	2	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Centro Oeste	Masculino	45 A 54	Fundamental incompleto	Católica	Branco	1 até 2 salários mínimos	3	3	3	3	1	3	1	2	3	2	1	Sim, votou	Voto nominal	Fernando Haddad (PT)
Centro Oeste	Feminino	25 A 34	Fundamental completo	Católica	Branco	2 até 5 salários mínimos	2	1	1	1	1	2	2	3	2	2	1	Abstenção	Abstenção	Jair Bolsonaro (PSL)
Centro Oeste	Feminino	35 A 44	Médio completo	Evangélica	Não branco	1 até 2 salários mínimos	3	3	3	3	2	3	3	3	1	1	2	Sim, votou	Voto nominal	Fernando Haddad (PT)
Centro Oeste	Feminino	55 A 64	Fundamental completo	Católica	Branco	1 salário mínimo	3	3	3	3	3	2	3	4	1	1	1	Abstenção	Abstenção	Jair Bolsonaro (PSL)
Centro Oeste	Feminino	35 A 44	Universitário completo	Católica	Não branco	2 até 5 salários mínimos	3	2	2	3	2	3	4	4	2	1	1	Sim, votou	Voto nominal	Voto branco ou nulo
Centro Oeste	Feminino	55 A 64	Universitário completo	Católica	Branco	2 até 5 salários mínimos	3	3	3	3	2	4	4	4	1	1	2	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Centro Oeste	Masculino	55 A 64	Fundamental incompleto	Evangélica	Não branco	1 até 2 salários mínimos	3	3	1	3	2	4	3	3	1	1	2	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Feminino	25 A 34	Universitário completo	Católica	Não branco	2 até 5 salários mínimos	3	2	2	3	2	2	4	4	1	1	1	Sim, votou	Voto branco ou nulo	Jair Bolsonaro (PSL)
Nordeste	Feminino	35 A 44	Médio completo	Católica	Branco	1 até 2 salários mínimos	1	2	3	1	1	2	3	1	1	1	1	Sim, votou	NR/NS	Fernando Haddad (PT)
Nordeste	Masculino	25 A 34	Médio completo	Evangélica	Não branco	1 até 2 salários mínimos	1	1	2	2	1	3	3	3	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Feminino	35 A 44	Fundamental incompleto	Não tem religião	Não branco	1 salário mínimo	1	3	3	3	1	4	3	1	1	2	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Feminino	25 A 34	Médio completo	Católica	Não branco	1 salário mínimo	3	3	3	3	2	4	4	4	2	4	2	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Masculino	45 A 54	Fundamental incompleto	Católica	Não branco	2 até 5 salários mínimos	1	1	1	1	1	1	1	1	1	1	2	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Feminino	35 A 44	Fundamental incompleto	Católica	Não branco	1 salário mínimo	3	1	3	3	1	1	4	4	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Masculino	18 A 24	Médio completo	Evangélica	Não branco	2 até 5 salários mínimos	3	2	3	2	1	3	3	3	1	4	2	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Masculino	45 A 54	Fundamental completo	Católica	Não branco	2 até 5 salários mínimos	3	3	3	3	2	4	4	3	1	1	2	Sim, votou	Voto nominal	Abstenção
Nordeste	Feminino	65 E MAIS	Fundamental incompleto	Católica	Não branco	1 até 2 salários mínimos	3	2	2	2	1	3	2	2	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Masculino	25 A 34	Fundamental incompleto	Católica	Não branco	1 salário mínimo	1	2	2	2	1	1	3	3	2	1	2	Sim, votou	Voto nominal	Voto branco ou nulo
Nordeste	Feminino	18 A 24	Médio completo	Evangélica	Não branco	NS/NR	3	1	3	3	2	4	4	4	2	3	2	Sim, votou	Voto nominal	Abstenção
Nordeste	Feminino	18 A 24	Médio completo	Evangélica	Não branco	NS/NR	3	3	3	2	2	4	4	4	1	1	2	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Masculino	25 A 34	Universitário completo	Evangélica	Não branco	10 até 15 salários mínimos	1	2	2	3	2	3	4	4	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Sul	Feminino	35 A 44	Universitário completo	Outras	Branco	2 até 5 salários mínimos	3	1	2	1	1	1	3	3	1	1	1	Sim, votou	Voto branco ou nulo	Jair Bolsonaro (PSL)
Sul	Feminino	18 A 24	Médio completo	Outras	Branco	1 até 2 salários mínimos	3	1	2	2	1	1	3	1	1	3	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Masculino	25 A 34	Médio completo	Evangélica	Não branco	5 até 10 salários mínimos	2	2	2	2	2	3	3	3	1	2	2	Sim, votou	Voto nominal	Abstenção
Nordeste	Feminino	65 E MAIS	Universitário completo	Católica	Não branco	5 até 10 salários mínimos	3	3	2	3	1	4	4	4	1	1	1	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Feminino	25 A 34	Universitário completo	Não tem religião	Branco	NS/NR	1	1	1	2	2	3	2	3	1	1	2	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Masculino	18 A 24	Médio completo	Católica	Não branco	1 até 2 salários mínimos	1	3	2	3	2	4	3	4	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Masculino	45 A 54	Médio completo	Católica	Branco	2 até 5 salários mínimos	3	1	3	1	1	4	4	3	1	1	2	Sim, votou	Voto branco ou nulo	Jair Bolsonaro (PSL)
Nordeste	Feminino	55 A 64	Analfabeto	Evangélica	Não branco	1 salário mínimo	3	1	2	2	1	4	3	3	2	1	1	Sim, votou	NR/NS	Fernando Haddad (PT)
Nordeste	Feminino	45 A 54	Fundamental incompleto	NS/NR	Não branco	1 salário mínimo	3	1	1	1	2	2	2	2	1	1	2	Abstenção	Abstenção	Jair Bolsonaro (PSL)
Nordeste	Feminino	25 A 34	Médio completo	Evangélica	Não branco	2 até 5 salários mínimos	3	1	3	3	2	3	4	4	1	1	2	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Masculino	55 A 64	Universitário completo	Católica	Não branco	2 até 5 salários mínimos	3	3	2	3	2	3	3	3	1	1	2	Sim, votou	Voto branco ou nulo	Fernando Haddad (PT)
Nordeste	Feminino	45 A 54	Médio completo	Católica	Não branco	5 até 10 salários mínimos	2	2	3	2	2	2	4	4	1	1	2	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Feminino	18 A 24	Médio completo	Não tem religião	Não branco	1 até 2 salários mínimos	3	3	3	3	1	4	4	4	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Masculino	35 A 44	Fundamental incompleto	Católica	Branco	1 até 2 salários mínimos	3	1	2	2	1	3	4	2	1	1	2	Sim, votou	Voto nominal	Abstenção
Nordeste	Feminino	35 A 44	Fundamental completo	Católica	Não branco	2 até 5 salários mínimos	3	3	2	2	1	3	3	3	1	1	2	Sim, votou	Voto branco ou nulo	Fernando Haddad (PT)
Nordeste	Masculino	55 A 64	Universitário completo	Evangélica	Branco	5 até 10 salários mínimos	3	2	2	3	1	2	3	3	1	1	2	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Feminino	55 A 64	Fundamental incompleto	Católica	Não branco	2 até 5 salários mínimos	3	3	3	4	2	4	2	4	1	1	2	Abstenção	Abstenção	Abstenção
Nordeste	Feminino	25 A 34	Médio completo	Católica	Não branco	1 até 2 salários mínimos	3	2	3	3	1	3	4	3	1	1	2	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Masculino	65 E MAIS	Analfabeto	Evangélica	Não branco	1 até 2 salários mínimos	3	3	3	3	2	4	4	4	1	1	2	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Feminino	45 A 54	Fundamental incompleto	Católica	Não branco	1 até 2 salários mínimos	3	3	2	3	3	4	3	4	1	1	1	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Masculino	18 A 24	Fundamental incompleto	Católica	Branco	2 até 5 salários mínimos	3	3	3	3	2	4	4	4	1	1	2	Sim, votou	Voto branco ou nulo	Jair Bolsonaro (PSL)
Nordeste	Masculino	25 A 34	Médio completo	Católica	Não branco	NS/NR	3	2	1	3	2	4	3	4	1	1	1	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Feminino	18 A 24	Universitário completo	Evangélica	Branco	1 até 2 salários mínimos	3	2	3	3	1	2	3	3	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Masculino	35 A 44	Médio completo	Evangélica	Branco	1 salário mínimo	2	3	2	3	1	3	2	3	1	1	2	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Feminino	45 A 54	Médio completo	Não tem religião	Não branco	1 salário mínimo	3	2	2	2	2	2	3	3	1	2	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Feminino	35 A 44	Fundamental incompleto	Católica	Não branco	1 salário mínimo	3	4	4	4	3	3	4	3	1	1	4	Abstenção	Abstenção	Abstenção
Nordeste	Masculino	25 A 34	Médio completo	Evangélica	Não branco	1 até 2 salários mínimos	3	2	3	2	1	4	4	3	1	1	2	Abstenção	Abstenção	Fernando Haddad (PT)
Nordeste	Masculino	35 A 44	Médio completo	Católica	Não branco	1 salário mínimo	3	3	3	3	1	4	4	4	1	1	2	Sim, votou	Voto nominal	Voto branco ou nulo
Nordeste	Feminino	25 A 34	Fundamental completo	Evangélica	Não branco	1 até 2 salários mínimos	3	3	3	3	1	4	4	4	1	3	1	Abstenção	Abstenção	Jair Bolsonaro (PSL)
Nordeste	Masculino	45 A 54	Fundamental incompleto	Evangélica	Não branco	1 salário mínimo	3	3	3	3	1	4	4	4	1	1	1	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Feminino	18 A 24	Médio completo	Católica	Não branco	1 salário mínimo	4	3	4	4	3	3	3	3	3	1	2	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Masculino	65 E MAIS	Analfabeto	Católica	Não branco	1 até 2 salários mínimos	3	3	1	3	1	3	3	3	1	1	2	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Masculino	25 A 34	Médio completo	Católica	Não branco	2 até 5 salários mínimos	3	2	2	2	1	2	3	2	1	2	1	Sim, votou	Voto nominal	NS/NR
Nordeste	Feminino	65 E MAIS	Fundamental incompleto	Católica	Branco	1 salário mínimo	3	1	3	3	2	2	2	2	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Feminino	55 A 64	Analfabeto	Católica	Não branco	1 salário mínimo	3	3	1	2	2	3	3	3	1	1	1	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Masculino	18 A 24	Médio completo	Evangélica	Não branco	2 até 5 salários mínimos	3	3	3	3	2	3	3	3	2	1	1	Sim, votou	Voto nominal	Abstenção
Nordeste	Masculino	25 A 34	Fundamental incompleto	Católica	Não branco	1 salário mínimo	3	1	3	3	1	4	4	4	4	1	1	Abstenção	Abstenção	Fernando Haddad (PT)
Nordeste	Feminino	45 A 54	Fundamental completo	Evangélica	Não branco	1 salário mínimo	3	3	1	3	2	3	3	3	1	1	2	Abstenção	Abstenção	Fernando Haddad (PT)
Nordeste	Masculino	18 A 24	Médio completo	Evangélica	Não branco	5 até 10 salários mínimos	3	3	3	3	1	2	4	3	1	1	1	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Feminino	35 A 44	Fundamental completo	Católica	Não branco	1 salário mínimo	3	3	2	2	1	2	2	2	1	1	1	Abstenção	Abstenção	Voto branco ou nulo
Nordeste	Masculino	35 A 44	Fundamental completo	Católica	Branco	1 até 2 salários mínimos	3	1	3	3	1	2	2	2	1	1	2	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Feminino	35 A 44	Fundamental incompleto	Católica	Não branco	1 salário mínimo	3	3	1	1	1	2	2	2	1	1	1	Abstenção	Abstenção	Abstenção
Nordeste	Feminino	25 A 34	Médio completo	Católica	Não branco	1 salário mínimo	3	2	4	4	1	4	4	4	1	1	2	Sim, votou	Voto nominal	Abstenção
Nordeste	Masculino	45 A 54	Fundamental incompleto	Não tem religião	Branco	1 salário mínimo	3	4	3	3	2	2	3	3	1	1	2	Sim, votou	Voto nominal	Abstenção
Sudeste	Feminino	65 E MAIS	Médio completo	Católica	Não branco	5 até 10 salários mínimos	2	3	1	1	2	4	4	4	1	1	2	Abstenção	Abstenção	Fernando Haddad (PT)
Sudeste	Feminino	25 A 34	Universitário completo	Católica	Não branco	NS/NR	3	1	2	1	2	1	3	1	1	2	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Sudeste	Feminino	55 A 64	Fundamental incompleto	Católica	Não branco	NS/NR	1	3	3	3	2	4	2	3	1	1	2	Sim, votou	Voto nominal	Abstenção
Sudeste	Masculino	55 A 64	Fundamental incompleto	Católica	Branco	NS/NR	3	4	4	4	2	3	3	5	1	1	1	Sim, votou	Voto nominal	Abstenção
Sudeste	Feminino	35 A 44	Universitário completo	Católica	Branco	5 até 10 salários mínimos	3	3	3	3	2	4	4	4	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Sudeste	Masculino	18 A 24	Fundamental completo	Católica	Branco	NS/NR	1	1	1	3	2	4	4	4	4	3	1	Abstenção	Abstenção	Jair Bolsonaro (PSL)
Sudeste	Masculino	35 A 44	Fundamental incompleto	Evangélica	Branco	2 até 5 salários mínimos	3	3	2	2	2	3	3	4	1	1	2	Abstenção	Abstenção	Abstenção
Sudeste	Feminino	45 A 54	Fundamental incompleto	Católica	Não branco	NS/NR	2	1	1	1	2	5	3	5	1	1	2	Sim, votou	Voto nominal	Fernando Haddad (PT)
Sudeste	Masculino	25 A 34	Médio completo	Católica	Branco	NS/NR	3	3	3	3	2	4	4	4	1	1	2	Sim, votou	Voto branco ou nulo	Abstenção
Sudeste	Feminino	45 A 54	Universitário completo	Católica	Não branco	NS/NR	3	3	3	3	2	4	4	4	1	1	2	Sim, votou	Voto nominal	Abstenção
Sudeste	Feminino	18 A 24	Universitário completo	Evangélica	Não branco	NS/NR	3	3	3	3	2	4	4	4	1	1	2	Sim, votou	Voto nominal	Abstenção
Sudeste	Masculino	45 A 54	Universitário completo	Católica	Branco	10 até 15 salários mínimos	3	3	1	1	1	3	4	3	1	1	2	Sim, votou	Voto nominal	Voto branco ou nulo
Sudeste	Masculino	65 E MAIS	Fundamental incompleto	Católica	Branco	1 até 2 salários mínimos	1	1	3	3	1	3	3	3	1	1	2	Abstenção	Abstenção	Abstenção
Sudeste	Feminino	18 A 24	Médio completo	Católica	Não branco	5 até 10 salários mínimos	3	3	3	3	1	4	3	3	1	1	2	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Feminino	25 A 34	Médio completo	Evangélica	Não branco	1 salário mínimo	3	3	3	1	2	3	3	3	1	1	2	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Masculino	18 A 24	Médio completo	Católica	Não branco	2 até 5 salários mínimos	2	3	3	3	3	3	4	3	1	2	2	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Feminino	25 A 34	Médio completo	Católica	Não branco	2 até 5 salários mínimos	3	1	1	3	2	3	3	4	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Feminino	45 A 54	Universitário completo	Católica	Não branco	1 até 2 salários mínimos	3	3	3	3	1	2	4	4	1	1	2	Sim, votou	Voto nominal	Abstenção
Nordeste	Feminino	35 A 44	Médio completo	Evangélica	Não branco	Mais de 20 salários mínimos	3	3	3	3	1	3	4	4	1	1	2	Sim, votou	NR/NS	Jair Bolsonaro (PSL)
Nordeste	Masculino	18 A 24	Médio completo	Católica	Branco	1 salário mínimo	3	1	3	3	1	2	3	3	1	1	2	Sim, votou	Voto nominal	Abstenção
Nordeste	Masculino	25 A 34	Fundamental completo	Não tem religião	Branco	2 até 5 salários mínimos	3	1	1	1	1	3	3	1	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Masculino	45 A 54	Fundamental incompleto	Católica	Branco	1 até 2 salários mínimos	3	1	3	1	1	1	2	2	1	1	2	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Feminino	35 A 44	Fundamental completo	Outras	Não branco	1 salário mínimo	3	1	3	3	3	3	3	4	1	1	2	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Feminino	45 A 54	Fundamental incompleto	Evangélica	Branco	2 até 5 salários mínimos	3	3	2	3	2	4	2	2	1	4	1	Sim, votou	Voto nominal	Voto branco ou nulo
Nordeste	Feminino	65 E MAIS	Fundamental incompleto	Católica	Não branco	1 salário mínimo	3	3	3	3	2	4	4	4	1	1	2	Sim, votou	Voto nominal	Fernando Haddad (PT)
Nordeste	Masculino	45 A 54	Fundamental incompleto	Não tem religião	Não branco	1 até 2 salários mínimos	3	3	3	3	1	3	3	3	1	1	2	Sim, votou	Voto nominal	Voto branco ou nulo
Nordeste	Masculino	35 A 44	Fundamental incompleto	Evangélica	Não branco	1 salário mínimo	3	1	3	3	2	2	4	2	1	1	2	Sim, votou	Voto nominal	Abstenção
Nordeste	Feminino	55 A 64	Fundamental incompleto	Católica	Não branco	NS/NR	3	1	2	2	1	3	4	4	1	2	2	Sim, votou	Voto nominal	Abstenção
Nordeste	Feminino	35 A 44	Médio completo	Católica	Não branco	1 salário mínimo	3	3	3	3	2	4	4	4	1	1	2	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Masculino	55 A 64	Médio completo	Católica	Não branco	2 até 5 salários mínimos	3	3	3	3	1	3	3	4	1	1	1	Sim, votou	Voto branco ou nulo	Jair Bolsonaro (PSL)
Nordeste	Masculino	25 A 34	Médio completo	Católica	Não branco	1 até 2 salários mínimos	3	2	3	3	2	2	3	3	1	1	1	Sim, votou	Voto nominal	Abstenção
Nordeste	Feminino	18 A 24	Médio completo	Católica	Não branco	1 salário mínimo	3	1	1	1	1	3	3	3	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Masculino	25 A 34	Médio completo	Católica	Não branco	1 até 2 salários mínimos	3	1	3	3	2	3	3	3	1	3	2	Sim, votou	Voto nominal	NS/NR
Nordeste	Masculino	55 A 64	Fundamental completo	Católica	Branco	NS/NR	3	1	3	3	1	4	4	3	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Feminino	25 A 34	Fundamental completo	Católica	Não branco	1 salário mínimo	3	1	3	3	2	3	3	3	1	1	2	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Masculino	45 A 54	Universitário completo	Católica	Não branco	2 até 5 salários mínimos	3	3	1	3	3	3	2	3	2	2	4	Sim, votou	Voto nominal	Abstenção
Nordeste	Feminino	35 A 44	Universitário completo	Outras	Não branco	1 até 2 salários mínimos	3	1	1	1	2	1	1	1	1	1	2	Sim, votou	Voto nominal	Abstenção
Nordeste	Feminino	45 A 54	Médio completo	Não tem religião	Não branco	NS/NR	1	2	2	2	2	1	3	3	1	1	1	Sim, votou	Voto nominal	Abstenção
Nordeste	Masculino	65 E MAIS	Fundamental incompleto	Católica	Não branco	NS/NR	2	1	2	1	3	1	4	4	2	1	1	Sim, votou	Voto nominal	Abstenção
Nordeste	Masculino	18 A 24	Fundamental completo	Outras	Não branco	NS/NR	3	3	3	3	2	4	4	4	1	1	2	Sim, votou	Voto nominal	Abstenção
Nordeste	Feminino	25 A 34	Médio completo	Não tem religião	Não branco	NS/NR	3	1	3	4	1	4	4	4	1	5	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Feminino	25 A 34	Médio completo	Não tem religião	Não branco	1 até 2 salários mínimos	3	1	3	3	1	5	4	4	1	5	2	Sim, votou	Voto branco ou nulo	Abstenção
Nordeste	Masculino	45 A 54	Fundamental incompleto	Evangélica	Não branco	2 até 5 salários mínimos	3	3	3	3	2	3	3	3	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Centro Oeste	Masculino	45 A 54	Fundamental incompleto	Católica	Não branco	NS/NR	1	1	2	1	1	1	3	1	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Centro Oeste	Feminino	55 A 64	Fundamental completo	Evangélica	Não branco	2 até 5 salários mínimos	3	2	2	1	1	2	3	2	2	1	1	Sim, votou	Voto branco ou nulo	Jair Bolsonaro (PSL)
Centro Oeste	Masculino	35 A 44	Médio completo	Católica	Não branco	5 até 10 salários mínimos	3	2	3	1	1	1	3	3	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Centro Oeste	Masculino	25 A 34	Médio completo	Católica	Branco	2 até 5 salários mínimos	1	1	2	1	1	1	4	2	1	1	1	Sim, votou	Voto nominal	Fernando Haddad (PT)
Centro Oeste	Masculino	18 A 24	Médio completo	Evangélica	Não branco	1 até 2 salários mínimos	3	2	3	3	2	3	4	4	1	1	1	Sim, votou	Voto nominal	Abstenção
Centro Oeste	Feminino	35 A 44	Médio completo	Evangélica	Não branco	2 até 5 salários mínimos	3	2	3	3	1	4	4	4	1	1	1	Sim, votou	Voto branco ou nulo	Jair Bolsonaro (PSL)
Centro Oeste	Feminino	45 A 54	Universitário completo	Católica	Não branco	5 até 10 salários mínimos	2	3	3	3	2	3	4	3	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Centro Oeste	Masculino	55 A 64	Universitário completo	Católica	Não branco	NS/NR	3	1	2	3	1	2	4	3	1	1	2	Sim, votou	Voto nominal	Abstenção
Centro Oeste	Feminino	35 A 44	Fundamental completo	Outras	Não branco	2 até 5 salários mínimos	3	3	3	3	1	4	4	4	1	1	2	Abstenção	Abstenção	Abstenção
Centro Oeste	Feminino	18 A 24	Médio completo	Não tem religião	Não branco	2 até 5 salários mínimos	3	3	3	3	2	4	4	3	2	1	2	Sim, votou	Voto branco ou nulo	Abstenção
Centro Oeste	Feminino	65 E MAIS	Fundamental incompleto	Evangélica	Não branco	1 salário mínimo	3	3	3	3	2	4	4	4	1	1	1	Abstenção	Abstenção	Jair Bolsonaro (PSL)
Centro Oeste	Feminino	25 A 34	Médio completo	Católica	Não branco	2 até 5 salários mínimos	2	3	1	3	1	2	4	4	1	1	1	Sim, votou	Voto nominal	Abstenção
Centro Oeste	Masculino	35 A 44	Fundamental incompleto	Católica	Branco	1 salário mínimo	3	1	3	3	1	2	4	4	1	1	1	Sim, votou	NR/NS	Abstenção
Centro Oeste	Feminino	45 A 54	Médio completo	Evangélica	Não branco	1 até 2 salários mínimos	3	3	3	3	2	3	4	4	1	1	1	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Feminino	55 A 64	Fundamental incompleto	Católica	Branco	1 até 2 salários mínimos	1	3	3	3	2	3	4	4	1	1	2	Sim, votou	Voto nominal	Jair Bolsonaro (PSL)
Nordeste	Feminino	18 A 24	Médio completo	Não tem religião	Branco	1 até 2 salários mínimos	3	3	3	3	2	3	4	4	1	1	1	NR/NS	NR/NS	Jair Bolsonaro (PSL)
